Stname  observed          L95PPU          U95PPU        Best_Sim
FLOW_OUT_7     34.740002       7.132553        23.551844       24.510000      
FLOW_OUT_7     33.070000       36.521801       63.590416       36.450001      
FLOW_OUT_7     34.290001       21.396151       35.024693       21.360001      
FLOW_OUT_7     55.840000       24.712950       135.155106      24.420000      
FLOW_OUT_7     198.839996      11.331775       30.850943       11.280000      
FLOW_OUT_7     308.329987      0.125369        5.806476        6.138000       
FLOW_OUT_7     125.529999      3.865427        8.927594        3.852000       
FLOW_OUT_7     38.580002       0.006335        2.394630        2.534000       
FLOW_OUT_7     5.960000        0.012635        4.776030        5.054000       
FLOW_OUT_7     4.310000        0.557881        6.356613        6.695000       
FLOW_OUT_7     5.180000        9.024063        57.680618       8.895000       
FLOW_OUT_7     15.410000       9.181223        20.575108       9.151000       
FLOW_OUT_7     23.180000       11.827200       25.851606       11.790000      
FLOW_OUT_7     25.400000       206.284760      464.435608      205.600006     
FLOW_OUT_7     30.809999       273.155273      633.284546      272.200012     
FLOW_OUT_7     32.810001       28.964800       57.164402       28.889999      
FLOW_OUT_7     35.470001       24.174774       41.054951       24.129999      
FLOW_OUT_7     33.680000       1.257772        15.121005       15.930000      
FLOW_OUT_7     10.440000       0.033150        12.530701       13.260000      
FLOW_OUT_7     0.750000        0.029675        11.217152       11.870000      
FLOW_OUT_7     3.830000        0.031425        11.878650       12.570000      
FLOW_OUT_7     2.030000        0.034675        13.107150       13.870000      
FLOW_OUT_7     1.580000        0.061412        13.732235       14.530000      
FLOW_OUT_7     4.550000        0.376794        13.305537       14.060000      
FLOW_OUT_7     9.700000        17.425100       75.897789       17.270000      
FLOW_OUT_7     14.480000       13.520675       21.315147       13.500000      
FLOW_OUT_7     16.940001       13.230599       28.536804       13.190000      
FLOW_OUT_7     23.990000       10.182500       41.284996       10.100000      
FLOW_OUT_7     69.919998       0.005412        2.045925        2.165000       
FLOW_OUT_7     63.209999       0.000003        0.001055        0.001100       
FLOW_OUT_7     15.770000       0.000000        0.000000        0.000000       
FLOW_OUT_7     3.850000        0.000000        0.000000        0.000000       
FLOW_OUT_7     1.260000        0.000435        0.164241        0.173800       
FLOW_OUT_7     0.340000        0.004160        1.572480        1.664000       
FLOW_OUT_7     0.400000        4.558135        50.603020       4.436000       
FLOW_OUT_7     0.620000        14.869300       48.535397       14.780000      
FLOW_OUT_7     7.900000        12.056450       48.418106       11.960000      
FLOW_OUT_7     0.980000        85.743050       222.612915      85.379997      
FLOW_OUT_7     3.270000        67.612869       317.516785      66.949997      
FLOW_OUT_7     2.240000        17.644775       79.764954       17.480000      
FLOW_OUT_7     0.330000        1.297545        2.257010        2.313000       
FLOW_OUT_7     0.130000        0.000073        0.027613        0.029200       
FLOW_OUT_7     0.000000        0.000000        0.000000        0.000000       
FLOW_OUT_7     0.000000        0.000000        0.000000        0.000000       
FLOW_OUT_7     0.000000        0.000149        0.056265        0.059500       
FLOW_OUT_7     0.290000        0.006550        2.475900        2.620000       
FLOW_OUT_7     0.430000        4.292818        5.355015        4.290000       
NO3_OUT_7     17000.000000    6907.842285     20043.462891    6873.000000    
NO3_OUT_7     510000.000000   51813.875000    302094.750000   51150.000000   
NO3_OUT_7     56000.000000    1969.647461     27849.757813    1901.000000    
NO3_OUT_7     61000.000000    74.174995       28038.150391    0.000000       
NO3_OUT_7     1100.000000     5.765000        2179.169922     0.000000       
NO3_OUT_7     14.000000       0.000000        0.000000        0.000000       
NO3_OUT_7     0.230000        0.000000        0.000000        0.000000       
NO3_OUT_7     5.800000        0.000000        0.000000        0.000000       
NO3_OUT_7     6.400000        0.000000        0.000000        0.000000       
NO3_OUT_7     3.200000        0.000000        0.000000        0.000000       
NO3_OUT_7     5800.000000     45.212326       4999.868164     32.070000      
NO3_OUT_7     7400.000000     203.914490      9144.281250     180.199997     
