 FLOW_OUT_1
observed          L95PPU         U95PPU         Best_Sim       M95PPU
60.209999       77.910149       549.135803      124.300003      200.868744     
125.029999      35.623833       361.949493      127.500000      128.270004     
192.000000      4.254437        64.043495       67.870003       27.524502      
157.570007      0.056700        31.978800       33.680000       8.826176       
52.119999       0.060520        28.141802       16.240000       7.293238       
7.700000        0.055380        25.751703       7.692000        5.373234       
10.060000       0.090200        25.436398       4.081000        8.589621       
8.250000        18.867901       305.573517      18.250000       83.891251      
14.400000       30.809151       141.735703      30.610001       52.357498      
66.620003       37.567364       142.475281      43.209999       84.478760      
88.949997       68.363602       287.329590      101.500000      159.621262     
138.669998      48.584126       432.244476      67.839996       153.727509     
122.690002      31.352421       385.115295      51.700001       114.761246     
285.640015      27.903700       365.312317      72.150002       114.388748     
254.139999      3.724828        31.856829       33.980000       14.585875      
151.619995      0.034980        16.265699       13.980000       4.425831       
48.040001       0.029980        13.940699       4.610000        2.828225       
14.620000       0.025283        14.108101       0.449100        2.337613       
5.410000        0.045500        17.108000       0.256800        5.840612       
12.660000       10.276480       713.923157      8.760000        156.617493     
37.650002       39.684200       249.002365      53.930000       98.767494      
109.150002      87.360451       374.193695      161.899994      209.389999     
67.889999       101.634995      274.610016      151.199997      171.187500     
77.660004       68.277901       448.989319      157.699997      187.437500     
112.949997      98.217300       501.017731      200.699997      240.467484     
146.029999      72.024895       367.795654      185.899994      179.801239     
244.229996      18.326050       72.510597       76.599998       37.896252      
272.320007      0.106825        39.738895       38.169998       14.441261      
184.839996      0.089325        33.228897       17.690001       9.613501       
25.330000       0.092575        34.437897       9.178000        10.135557      
14.940000       0.338504        40.891151       5.427000        17.036913      
13.710000       110.999496      1149.614014     141.100006      396.850006     
34.990002       76.318207       105.901619      88.120003       93.808746      
42.610001       74.989700       127.041801      86.680000       103.199997     
46.639999       64.416801       300.669586      65.470001       118.654999     
51.619999       11.399533       89.109810       24.760000       31.557499      
75.379997       68.841797       648.269531      113.000000      222.713745     
105.970001      92.492599       538.823486      210.699997      236.997498     
353.000000      59.408199       301.202606      155.500000      139.997498     
175.979996      0.245333        68.447998       73.599998       25.440502      
27.830000       0.143900        40.148102       37.919998       16.265537      
24.930000       0.139800        39.004200       20.790001       15.143351      
3.530000        0.209850        39.032101       12.310000       15.819000      
8.890000        7.476415        67.732384       7.314000        25.789249      
30.360001       0.393200        36.567596       4.642000        15.345000      
37.720001       3.056190        94.481354       2.562000        30.176376      
40.000000       30.451200       375.926392      29.520000       118.358749     
43.650002       37.978531       427.061554      37.279999       115.022507     
42.340000       140.423492      792.270874      233.600006      361.700012     
52.340000       28.806150       164.647781      79.309998       63.012497      
139.320007      3.866757        35.832382       37.880001       15.758875      
74.980003       0.317208        22.448235       17.200001       8.039650       
18.090000       0.047825        17.790899       5.821000        4.499125       
8.580000        0.037320        17.353802       1.593000        4.501800       
0.320000        0.268533        45.468662       1.033000        12.619587      
2.390000        1.068285        20.737785       0.963100        10.393513      
8.920000        0.502399        60.641224       0.420400        15.032337      
34.740002       0.298440        82.993279       0.001000        19.664497      
33.070000       16.172966       144.877716      19.559999       57.978748      
34.290001       3.624180        150.606964      3.228000        37.482498      
55.840000       7.117083        433.797668      12.990000       111.372879     
198.839996      0.416726        224.596008      0.442600        41.016617      
308.329987      0.009316        6.064530        0.000000        0.837937       
125.529999      0.074460        34.623901       0.000000        7.362998       
38.580002       0.000000        0.000000        0.000000        0.000000       
5.960000        0.000000        0.000000        0.000000        0.000000       
4.310000        0.089350        49.857300       0.000000        7.484175       
5.180000        0.649500        362.421021      0.000000        68.772705      
15.410000       0.613972        166.027191      0.317000        30.802837      
23.180000       1.904140        28.484320       4.302000        15.861250      
25.400000       110.494995      474.028381      237.399994      335.725006     
30.809999       219.567505      972.054871      312.500000      492.475006     
32.810001       15.485366       236.597275      82.320000       73.949997      
35.470001       6.717436        186.982819      52.619999       54.011124      
33.680000       0.052520        24.421797       22.180000       7.224455       
10.440000       0.034867        19.455601       8.125000        3.632146       
0.750000        0.030700        17.130600       1.367000        2.784250       
3.830000        0.026200        17.056198       0.000000        2.292500       
2.030000        0.026100        16.991098       0.000000        2.468616       
1.580000        0.123983        69.182693       0.000000        12.776575      
4.550000        0.048950        18.209400       0.000000        6.108375       
9.700000        6.588407        248.260605      5.937000        64.348373      
14.480000       4.445872        154.207397      4.177000        31.988876      
16.940001       4.292684        113.186058      4.698000        28.062126      
23.990000       2.930072        172.787506      4.365000        39.699501      
69.919998       0.043914        28.588198       0.000000        3.907887       
63.209999       0.000000        0.000000        0.000000        0.000000       
15.770000       0.034114        22.208403       0.000000        3.141125       
3.850000        0.077557        50.489704       0.000000        7.016000       
1.260000        0.000000        0.000108        0.000000        0.000015       
0.340000        0.055243        35.963100       0.000000        4.834113       
0.400000        0.581800        270.536987      0.000000        53.426849      
0.620000        3.944164        113.243568      13.670000       38.708878      
7.900000        3.857077        109.518379      9.454000        35.809750      
0.980000        43.898399       249.831207      99.400002       158.897507     
3.270000        40.183800       709.393555      79.529999       237.483749     
2.240000        8.962196        237.254822      35.590000       69.733871      
0.330000        0.034323        11.727495       8.477000        3.987606       
0.130000        0.004330        2.013450        0.429500        0.377200       
0.000000        0.000093        0.060608        0.000000        0.008146       
0.000000        0.000049        0.031871        0.000000        0.004284       
0.000000        0.040943        26.653797       0.000000        3.725412       
0.290000        0.081814        53.261105       0.000000        7.862750       
0.430000        0.255333        142.476013      0.000000        22.550446      

p-factor= 0.60
r-factor= 2.01
R2= 0.04
Nash_Sutclif= -0.35


 NO3_OUT_7
observed          L95PPU         U95PPU         Best_Sim       M95PPU
17000.000000    4825.018555     136287.234375   7467.000000     30700.750000   
510000.000000   30057.632813    543699.687500   57710.000000    205523.750000  
56000.000000    1261.809204     473213.062500   1479.000000     74752.937500   
61000.000000    515.666626      287742.000000   0.000000        48646.699219   
1100.000000     443.000000      288393.000000   0.000000        40100.648438   
14.000000       57.200001       37237.199219    0.000000        5005.000000    
0.230000        230.571426      150102.000000   0.000000        20175.000000   
5.800000        0.000000        0.000000        0.000000        0.000000       
6.400000        0.000000        0.000000        0.000000        0.000000       
3.200000        167.571426      109089.000000   0.000000        14662.500000   
5800.000000     218.714279      142383.000000   0.000000        20986.000000   
7400.000000     263.333344      146940.000000   0.000000        23320.363281   

p-factor= 0.58
r-factor= 1.37
R2= 0.97
Nash_Sutclif= 0.09


