 FLOW_OUT_1
observed          L95PPU         U95PPU         Best_Sim       M95PPU
42.610001       81.372604       123.822784      81.260002       103.779999     
46.639999       61.205200       131.025574      61.020000       98.060005      
51.619999       18.296251       20.652500       20.790001       19.540001      
75.379997       81.421852       255.539307      80.959999       173.330002     
105.970001      129.854004      263.312012      129.500000      200.300003     
353.000000      91.482872       141.576767      91.349998       117.925003     
175.979996      0.119603        40.342754       42.689999       21.351454      
27.830000       0.066500        25.137001       26.600000       13.300000      
24.930000       0.357564        24.170391       25.559999       12.927199      
3.530000        2.590003        25.587944       26.930000       14.729500      
8.890000        9.596633        24.538088       25.410000       17.483500      
30.360001       5.211085        22.208130       23.200001       14.183001      
37.720001       18.815800       21.002401       18.809999       19.969999      
40.000000       32.624649       139.937698      32.340000       89.269997      
43.650002       38.247051       89.914902       38.110001       65.520004      
42.340000       179.944504      460.620972      179.199997      328.100006     
52.340000       37.261375       49.089756       37.230000       43.504997      
139.320007      4.771835        14.511627       15.080000       9.913000       
74.980003       0.600280        4.815046        5.061000        2.825050       
18.090000       0.000844        0.319032        0.337600        0.168800       
8.580000        0.001293        0.488660        0.517100        0.258550       
0.320000        1.358732        4.273885        4.444000        2.897500       
2.390000        4.900220        6.868159        6.983000        5.939000       
8.920000        3.463670        6.355259        6.524000        4.990000       
34.740002       4.727172        10.824206       4.711000        7.945500       
33.070000       17.200424       66.370644       17.070000       43.154999      
34.290001       2.045375        38.001747       1.950000        21.025000      
55.840000       8.941503        138.064957      8.599000        77.099503      
198.839996      0.160378        32.427063       0.074800        17.192396      
308.329987      0.000325        0.122755        0.000000        0.064950       
125.529999      0.023250        8.788499        0.000000        4.650000       
38.580002       0.000000        0.000000        0.000000        0.000000       
5.960000        0.000000        0.000000        0.000000        0.000000       
4.310000        0.003198        1.208655        0.000000        0.639500       
5.180000        0.159850        60.423306       0.000000        31.969999      
15.410000       0.115739        23.986984       0.052400        12.716209      
23.180000       2.750348        28.894352       2.681000        16.550501      
25.400000       197.516754      467.731598      196.800003      340.149994     
30.809999       267.183014      637.774048      266.200012      462.800018     
32.810001       33.544601       61.668812       33.470001       48.389999      
35.470001       18.100351       44.622292       18.030001       32.099998      
33.680000       1.275095        1.687910        1.274000        1.493000       
10.440000       0.000000        0.000000        0.000000        0.000000       
0.750000        0.000000        0.000000        0.000000        0.000000       
3.830000        0.000000        0.000000        0.000000        0.000000       
2.030000        0.000000        0.000000        0.000000        0.000000       
1.580000        0.646185        1.055135        0.645100        0.862050       
4.550000        1.422410        2.330980        1.420000        1.902000       
9.700000        5.494723        78.528114       5.301000        44.045502      
14.480000       3.297937        23.255377       3.245000        13.832500      
16.940001       3.700990        28.956219       3.634000        17.032000      
23.990000       3.161280        42.097836       3.058000        23.713999      
69.919998       0.000000        0.000000        0.000000        0.000000       
63.209999       0.000000        0.000000        0.000000        0.000000       
15.770000       0.000000        0.000000        0.000000        0.000000       
3.850000        0.000000        0.000000        0.000000        0.000000       
1.260000        0.000000        0.000000        0.000000        0.000000       
0.340000        0.000000        0.000000        0.000000        0.000000       
0.400000        0.136300        51.521400       0.000000        27.260000      
0.620000        9.286577        49.843296       9.179000        30.694500      
7.900000        6.937317        50.035019       6.823000        29.686501      
0.980000        80.422653       224.681686      80.040001       156.570007     
3.270000        62.931374       319.809753      62.250000       198.524994     
2.240000        15.565375       81.681747       15.390000       50.465000      
0.330000        0.191225        1.369255        0.188100        0.813050       
0.130000        0.000000        0.000000        0.000000        0.000000       
0.000000        0.000000        0.000000        0.000000        0.000000       
0.000000        0.000000        0.000000        0.000000        0.000000       
0.000000        0.000000        0.000000        0.000000        0.000000       
0.290000        0.000025        0.009630        0.000000        0.005095       
0.430000        0.016708        6.315436        0.000000        3.341500       

p-factor= 0.31
r-factor= 0.65
R2= 0.01
Nash_Sutclif= -0.37


 NO3_OUT_7
observed          L95PPU         U95PPU         Best_Sim       M95PPU
17000.000000    6670.705078     22770.488281    6628.000000     15169.000000   
510000.000000   59475.925781    302989.656250   58830.000000    188015.000000  
56000.000000    390.589508      40499.433594    284.200012      21562.099609   
61000.000000    74.500000       28161.000000    0.000000        14900.000000   
1100.000000     6.860000        2593.079834     0.000000        1372.000000    
14.000000       0.000000        0.000000        0.000000        0.000000       
0.230000        0.000000        0.000000        0.000000        0.000000       
5.800000        0.000000        0.000000        0.000000        0.000000       
6.400000        0.000000        0.000000        0.000000        0.000000       
3.200000        0.000000        0.000000        0.000000        0.000000       
5800.000000     14.964999       5656.770508     0.000000        2993.000000    
7400.000000     32.224998       12181.049805    0.000000        6445.000000    

p-factor= 0.33
r-factor= 0.21
R2= 0.97
Nash_Sutclif= 0.09


