Stname  observed          L95PPU          U95PPU        Best_Sim
FLOW_OUT_7     0.340000        0.000000        0.000000        0.000000       
FLOW_OUT_7     0.400000        0.136300        51.521400       0.000000       
FLOW_OUT_7     0.620000        9.286577        49.843296       9.179000       
FLOW_OUT_7     7.900000        6.937317        50.035019       6.823000       
FLOW_OUT_7     0.980000        80.422653       224.681686      80.040001      
FLOW_OUT_7     3.270000        62.931374       319.809753      62.250000      
FLOW_OUT_7     2.240000        15.565375       81.681747       15.390000      
FLOW_OUT_7     0.330000        0.191225        1.369255        0.188100       
FLOW_OUT_7     0.130000        0.000000        0.000000        0.000000       
FLOW_OUT_7     0.000000        0.000000        0.000000        0.000000       
FLOW_OUT_7     0.000000        0.000000        0.000000        0.000000       
FLOW_OUT_7     0.000000        0.000000        0.000000        0.000000       
FLOW_OUT_7     0.290000        0.000025        0.009630        0.000000       
FLOW_OUT_7     0.430000        0.016708        6.315436        0.000000       
NO3_OUT_7     17000.000000    6670.705078     22770.488281    6628.000000    
NO3_OUT_7     510000.000000   59475.925781    302989.656250   58830.000000   
NO3_OUT_7     56000.000000    390.589508      40499.433594    284.200012     
NO3_OUT_7     61000.000000    74.500000       28161.000000    0.000000       
NO3_OUT_7     1100.000000     6.860000        2593.079834     0.000000       
NO3_OUT_7     14.000000       0.000000        0.000000        0.000000       
NO3_OUT_7     0.230000        0.000000        0.000000        0.000000       
NO3_OUT_7     5.800000        0.000000        0.000000        0.000000       
NO3_OUT_7     6.400000        0.000000        0.000000        0.000000       
NO3_OUT_7     3.200000        0.000000        0.000000        0.000000       
NO3_OUT_7     5800.000000     14.964999       5656.770508     0.000000       
NO3_OUT_7     7400.000000     32.224998       12181.049805    0.000000       
